Sentence,ORG1,ORG2,ORG3,ORG4,ORG5
7、招标文件每套售价2000元，售后不退。在线付款时，请务必注明“***公司购买青海钻井公司2018-002招标文件”字样。,青海钻井公司,,,,
2.6招标范围：为头台油田提供2018年生产、生活中运输用车，保障头台油田生产、生活正常运行服务。关于招标范围的详细说明见招标编号为2017FWGK4114的招标文件中第四章“技术标准和要求”。,头台油田,,,,
受招标人安庆皖能中科环保电力有限公司委托，安徽省招标集团股份有限公司对其“煤炭运输”进行公开招标，欢迎有兴趣（意向）的潜在投标人参加投标。,安庆皖能中科环保电力有限公司,安徽省招标集团股份有限公司,,,
招标人：大同市交通建设投资有限公司招标代理机构：山西新星项目管理有限责任公司,大同市交通建设投资有限公司,山西新星项目管理有限责任公司,,,
西部钻探工程有限公司青海钻井公司生产指挥车运输服务招标公告,西部钻探工程有限公司青海钻井公司,,,,
1、西部钻探工程有限公司青海钻井公司2018年生产指挥车运输服务。,西部钻探工程有限公司青海钻井公司,,,,
7、招标文件每套售价1000元，售后不退。在线付款时，请务必注明“***公司购买青海钻井公司2018-005招标文件”字样。,青海钻井公司,,,,
②纸质版：青海茫崖花土沟青海钻井公司212室。,青海茫崖花土沟青海钻井公司,,,,
3、具有渤海钻探工程有限公司市场准入证（准入范围为运输类，无区域要求）；,渤海钻探工程有限公司,,,,
2.1招标范围：对华北油田分公司第五采油厂生产过程中产生的危险废弃物进行回收、装卸、拉运、无害化处理。预计处置量为600吨。,华北油田分公司,,,,
①青海茫崖花土沟青海钻井公司212室。,青海茫崖花土沟青海钻井公司,,,,
招标人：大庆油田有限责任公司矿区服务事业部,大庆油田有限责任公司,,,,
国义招标股份有限公司受广东联合电子服务股份有限公司的委托，对广东联合电子服务股份有限公司综合服务系统Oracle数据库维保服务招标项目进行公开招标，欢迎符合资格条件的投标人投标。项目招标内容如下：,广东联合电子服务股份有限公司,国义招标股份有限公司,,,
一、项目名称/项目编号：广东联合电子服务股份有限公司综合服务系统Oracle数据库维保服务招标项目（0724-1700D59N3595）,广东联合电子服务股份有限公司,,,,
2.1招标项目名称：长宁公司页岩气生产指挥中心LED显示系统公开招标,长宁公司,,,,
4、投标人不得为失信被执行人；法定代表人及拟派项目经理（项目负责人）不得被人民检察院列入行贿犯罪档案（受惩黑名单）；,人民检察院,,,,
芜湖市弋江区九华南路1011号弋江海螺会议中心306会议室,芜湖市弋江区九华南路1011号弋江海螺会议中心,,,,
招标人：吕梁市棚户区改造方山指挥部招标代理机构：中招康泰项目管理有限公司,中招康泰项目管理有限公司,,,,
山西嘉盛招标代理有限公司（代理机构）受太原化学工业集团房地产开发有限公司（招标人）委托，对太化•紫景天城项目10KV临电工程施工，组织国内公开招标。现将有关事项公告如下：,山西嘉盛招标代理有限公司,太原化学工业集团房地产开发有限公司,,,
招标人：太原化学工业集团房地产开发有限公司,太原化学工业集团房地产开发有限公司,,,,
招标代理机构：山西嘉盛招标代理有限公司,山西嘉盛招标代理有限公司,,,,
招标人：中阳县车鸣峪乡弓阳村民委员会,中阳县车鸣峪乡弓阳村民委员会,,,,
招标人：神华乌海能源有限责任公司,神华乌海能源有限责任公司,,,,
址：内蒙古乌海市滨河区神华街神华乌海能源有限责任公司235室,神华乌海能源有限责任公司,,,,
神华北电胜利能源有限公司（中国神华能源股份有限公司胜利能源分公司）后勤服务项目服务招标公告,华北电胜利能源有限公司（中国神华能源股份有限公司胜利能源分公司）,,,,
第一部分：神华北电胜利能源有限公司矿区食堂管理、储运食堂管理、会议服务、卫生保洁（含垃圾外运）、饮用水配送、日用消防泵房管理、倒班楼后勤业务；,华北电胜利能源有限公司,,,,
第二部分：中国神华能源股份有限公司胜利能源分公司（简称：胜利发电厂）食堂管理、会议服务、卫生保洁。,中国神华能源股份有限公司分公司,,,,
神华北电胜利能源有限公司,神华北电胜利能源有限公司,,,,
2.7招标内容：本项目共一包，即对太原科技大学南社校区专业教学楼、公共教学楼、后勤用房、食堂、风雨操场所用石材进行采购。具体技术参数详见招标文件。,太原科技大学,,,,
安徽省招标集团股份有限公司受安庆皖能中科环保电力有限公司的委托，对其“安庆皖能中科环保电力有限公司石灰石采购”项目进行公开招标，欢迎具备条件的国内投标人参加投标。,安徽省招标集团股份有限公司,安庆皖能中科环保电力有限公司,,,
二、招标项目名称：安庆皖能中科环保电力有限公司石灰石采购,安庆皖能中科环保电力有限公司,,,,
1、招标人：安庆皖能中科环保电力有限公司,安庆皖能中科环保电力有限公司,,,,
四、招标内容：安庆皖能中科环保电力有限公司石灰石采购，拟采购数量为3000吨，具体详见招标文件。,安庆皖能中科环保电力有限公司,,,,
工程名称：柳林县磐都文化旅游开发中心南洼村文物古迹保护性修缮及复原工程项目施工（一期）,柳林县磐都文化旅游开发中心,,,,
1、凡有意参加投标者，请于2018年2月14日至2018年2月26日，每日上午9时至11时30分，下午14时30分至17时（双休日、法定节假日除外），在中通建设工程管理有限公司山西分公司报名。,中通建设工程管理有限公司山西分公司,,,,
1、凡通过上述报名者，请于2018年2月14日至2018年2月26日，每日上午9时至11时30分，下午14时30分至17时（北京时间，节假日除外），在中通建设工程管理有限公司山西分公司购买招标文件。,中通建设工程管理有限公司山西分公司,,,,
招标人：太原市明城旅游开发有限公司,太原市明城旅游开发有限公司,,,,
招标代理机构：青岛佳恒工程造价咨询有限公司,青岛佳恒工程造价咨询有限公司,,,,
明太原县城寺庙衙署断白工程已经晋源区人民政府以晋源政请【2018】6号文件批准建设，招标人为太原市晋源区城市建设和发展管理中心，资金来源为区财政。项目已具备招标条件，现对本项目的施工进行公开招标。,明太原县城寺庙衙署,晋源区人民政府,太原市晋源区城市建设和发展管理中心,,
7.1招标人：洪湖市老湾回族乡人民政府,洪湖市老湾回族乡人民政府,,,,
7.2招标代理机构：武汉健坤工程咨询有限公司,武汉健坤工程咨询有限公司,,,,
3.2具有中国展览馆协会颁发的展览工程企业一级资质；,中国展览馆协会,,,,
山西省国际招标有限公司受山西三皇圣殿旅游开发有限公司委托，对新建孝义市贾家庄村晋商古驿道综合旅游开发项目古驿道道路工程。项目已具备招标条件，现对该项目施工进行国内公开招标。,山西省国际招标有限公司,山西三皇圣殿旅游开发有限公司,,,
4.2具有国家文物局颁发的文物保护工程施工壹级资质的法人组织均可报名，并在人员、设备、资金等方面具有相应的施工能力。,国家文物局,,,,
5.2招标文件获取方式：在山西省国际招标有限公司购买招标文件，然后登录伟拓平台在线申请下载电子招标文件。,山西省国际招标有限公司,,,,
招标人：山西三皇圣殿旅游开发有限公司,山西三皇圣殿旅游开发有限公司,,,,
3.1本次招标要求投标人须同时具有古建筑工程专业承包贰级及以上资质、建筑工程施工总承包贰级及以上资质;项目经理应具有国家文物局或山西省文物局承认的项目经理资格证或建筑专业二级及以上建造师执业资格。,山西省文物局,国家文物局,,,
招标人：山西省投资集团太谷安养养老发展有限公司,山西省投资集团太谷安养养老发展有限公司,,,,
招标人：太原市晋源区城市建设和发展管理中心招标代理机构：中招辰丰达招标有限公司,太原市晋源区城市建设和发展管理中心,辰丰达招标有限公司,,,
国信招标集团股份有限公司受娄烦县教育科技局的委托，就娄烦县2017年薄弱学校改造建设项目进行国内公开招标，现欢迎符合本招标公告中所规定要求的单位前来报名，参加投标。,国信招标集团股份有限公司,娄烦县教育科技局,,,
5.1投标申请人可在娄烦县政务服务中心三楼会议室参加投标报名，时间为2017年9月4日至9月8日止每日上午9时00分至11时00分，下午15时00分至17时00分（北京时间）。,娄烦县政务服务中心,,,,
单位名称：国信招标集团股份有限公司山西分公司（标书款和服务费）,国信招标集团股份有限公司山西分公司,,,,
单位名称：国信招标集团股份有限公司山西分公司（投标保证金）,国信招标集团股份有限公司山西分公司,,,,
1.项目名称：沁水县南阳村中国抗日军政大学太岳分校室内陈列布置工程施工,沁水县南阳村中国抗日军政大学太岳分校,,,,
4.2凡通过上述报名者，请于2017年7月17日至2017年7月21日（法定公休日、法定节假日除外），每日上午9时至11时，下午3时至5时，在山东齐信招标有限公司购买招标文件。,山东齐信招标有限公司,,,,
建设单位：山西大同大学大同师范分校,山西大同大学大同师范分校,,,,
江苏顺悦建设监理有限公司受南京江北新城投资发展有限公司的委托，就其南京海峡两岸科技工业园金雁湖社区服务中心项目所需太阳能热水系统设备采购进行国内公开招标，现就有关事宜公告如下：,江苏顺悦建设监理有限公司,南京江北新城投资发展有限公司,,,
南京海峡两岸科技工业园金雁湖社区服务中心项目,南京海峡两岸科技工业园金雁湖社区服务中心,,,,
受南京智慧新城工程管理有限公司的委托，就其南部新城医疗中心所需物流设备货物采购及服务进行国内公开招标，现就有关事宜公告如下：,南京智慧新城工程管理有限公司,,,,
江苏金永诚建设投资管理咨询有限公司受南京六合新区建设发展有限公司的委托，就其六合新城桥西苑楼宇亮化工程所需楼宇亮化灯具设备采购进行国内公开招标，现就有关事宜公告如下：,江苏金永诚建设投资管理咨询有限公司,南京六合新区建设发展有限公司,,,
南京六合新区建设发展有限公司,南京六合新区建设发展有限公司,,,,
江苏建诚工程咨询有限公司受金陵科技学院的委托，就其金陵科技学院大学科技园建设项目所需(一期)报告厅智能化设备采购及相关服务进行国内公开招标，现就有关事宜公告如下：,江苏建诚工程咨询有限公司,金陵科技学院,,,
金陵科技学院大学科技园建设项目,金陵科技学院,,,,
上海容基工程项目管理有限公司受南京市职工疗养院的委托，就其南京职工疗养院改造项目所需灯光亮化采购进行国内公开招标，现就有关事宜公告如下：,上海容基工程项目管理有限公司,南京职工疗养院,,,
南京职工疗养院改造项目,南京职工疗养院,,,,
北京德基工程咨询有限责任公司受南京泽诚文化发展有限公司的委托，就其浦口区脑病专科治疗大楼建设工程所需智能化设备采购及相关服务进行国内公开招标，现就有关事宜公告如下：,北京德基工程咨询有限责任公司,南京泽诚文化发展有限公司,,,
江苏捷宏工程咨询有限责任公司受南京市人民防空办公室的委托，就其南京市人民中学操场人防工程所需操场恢复所需塑胶场地、体育设施采购进行国内公开招标，现就有关事宜公告如下：,南京市人民防空办公室,江苏捷宏工程咨询有限责任公司,,,
南京市人民中学操场人防工程,江苏捷宏工程咨询有限责任公司,,,,
南京苏宁建设监理有限公司受南京市溧水区人民医院的委托，就其南京市溧水区人民医院新建综合病房楼工程所需阀门采购进行国内公开招标，现就有关事宜公告如下：,南京苏宁建设监理有限公司,南京市溧水区人民医院,,,
南京市溧水区人民医院新建综合病房楼工程,南京市溧水区人民医院,,,,
江苏建威建设管理有限公司受南京市江北新区公共工程建设中心的委托，就其浦口区天浦路1号改造工程所需规划展示馆展区布展设备采购及相关服务进行国内公开招标，现就有关事宜公告如下：,江苏建威建设管理有限公司,南京市江北新区公共工程建设中心,,,
江苏建威建设管理有限公司（南京市北京东路40-1号华英大厦三楼）,江苏建威建设管理有限公司,,,,
江苏顺悦建设监理有限公司受南京公用水务有限公司的委托，就其横一路道路工程所需路灯货物采购进行国内公开招标，现就有关事宜公告如下：,江苏顺悦建设监理有限公司,南京公用水务有限公司,,,
南京平川工程项目管理有限公司受南京公用水务有限公司的委托，就其污水处理厂自动化控制仪表设备升级改造项目所需总磷、总氮在线仪表进行国内公开招标，现就有关事宜公告如下：,南京平川工程项目管理有限公司,南京公用水务有限公司,,,
南京公用水务有限公司[第49号]会议纪要,南京公用水务有限公司,,,,
江苏建科建设监理有限公司受南京市博物馆总馆的委托，就其太平天国历史博物馆基本陈列改造项目所需陈列材料采购及相关服务进行国内公开招标，现就有关事宜公告如下：,江苏建科建设监理有限公司,南京市博物馆总馆,,,
投标人应具有中国博物馆协会颁发的陈列展览施工壹级、设计乙级及以上资质。（提供资质证书复印件，原件核查）,中国博物馆协会,,,,
南京银佳建设监理有限公司受南京浦口水务建设集团有限公司的委托，就其浦口区珠江污水厂收集系统主干管改造工程所需自动水力阀设备采购进行国内公开招标，现就有关事宜公告如下：,南京银佳建设监理有限公司,南京浦口水务建设集团有限公司,,,
江苏天业工程咨询房地产估价有限责任公司受南京建邺城市建设集团有限公司的委托，就其莫愁湖公园4A级景区打造及局部景观提升工程所需亮化LED灯采购进行国内公开招标，现就有关事宜公告如下：,南京建邺城市建设集团有限公司,江苏天业工程咨询房地产估价有限责任公司,,,
南京建邺城市建设集团有限公司,南京建邺城市建设集团有限公司,,,,
江苏天园项目管理集团有限公司受南京新港东区建设发展有限公司的委托，就其龙潭国际海运快件监管中心所需进出口查验线采购进行国内公开招标，现就有关事宜公告如下：,江苏天园项目管理集团有限公司,南京新港东区建设发展有限公司,,,
南京苏宁建设监理有限公司受南京市溧水区人民医院的委托，就其南京市溧水区人民医院新建综合病房楼工程所需电梯进行国内公开招标，现就有关事宜公告如下：,南京苏宁建设监理有限公司,南京市溧水区人民医院,,,
南京市公共资源交易中心（江东中路265号）1227室,南京市公共资源交易中心,,,,
江苏建科建设监理有限公司受江苏省广播电视集团有限公司的委托，就其江苏广电电视剧院装修改造工程所需座椅采购进行国内公开招标，现就有关事宜公告如下：,江苏建科建设监理有限公司,江苏省广播电视集团有限公司,,,
江苏钟山工程项目管理有限公司受南京永利公共自行车服务有限公司的委托，就其化工园区公共自行车三期建设项目所需自行车车辆采购及相关服务进行国内公开招标，现就有关事宜公告如下：,江苏钟山工程项目管理有限公司,南京永利公共自行车服务有限公司,,,
南京银佳建设监理有限公司受南京六合新区建设发展有限公司的委托，就其六合区文化城建设工程所需文化馆小剧场舞台机械设备采购进行国内公开招标，现就有关事宜公告如下：,南京银佳建设监理有限公司,南京六合新区建设发展有限公司,,,
③同时具有中国演艺设备技术协会颁发的专业音响、专业灯光、舞台机械工程综合技术能力等级（叁级及以上）资质证书。,中国演艺设备技术协会,,,,
江苏省华厦工程项目管理有限公司受南京市人民防空办公室的委托，就其鼓楼区田家炳中学配建地下人防工程（地下停车场及附属设施）所需机械式停车库设备采购及相关服务进行国内公开招标，现就有关事宜公告如下：,江苏省华厦工程项目管理有限公司,南京市人民防空办公室,,,
鼓楼区田家炳中学配建地下人防工程（地下停车场及附属设施）,鼓楼区田家炳中学,,,,
南京市鼓楼区中山北路101号后中二楼（江苏省华厦工程项目管理有限公司）,江苏省华厦工程项目管理有限公司,,,,
（2）投标申请人请持法定代表人授权委托书原件、营业执照复印件加盖公章、经办人身份证原件及复印件至江苏省华厦工程项目管理有限公司（南京市中山北路101号中后二楼）购买招标文件。,江苏省华厦工程项目管理有限公司,,,,
江苏大成工程咨询有限公司受南京珍珠泉旅游度假区管理委员会办公室的委托，就其佛手湖配套服务设施工程所需景区标识系统采购进行国内公开招标，现就有关事宜公告如下：,江苏大成工程咨询有限公司,南京珍珠泉旅游度假区管理委员会,,,
南京金鼎工程造价评估有限责任公司受南京水务集团有限公司的委托，就其江心洲污水处理厂低浓度进水原因调查工作所需GIS系统平台采购进行国内公开招标，现就有关事宜公告如下：,南京金鼎工程造价评估有限责任公司,南京水务集团有限公司,,,
南京银佳建设监理有限公司受南京孵鹰智能科技有限公司的委托，就其南京江北新区产业技术研创园公共技术服务平台所需高精度环境恒温恒湿控制系统设备及配套设施采购进行国内公开招标，现就有关事宜公告如下：,南京银佳建设监理有限公司,南京孵鹰智能科技有限公司,,,
江苏宏禹工程项目管理有限公司受南京市南化实验小学的委托，就其南京市南化实验小学2017年暑期维修所需教室照明光环境改造设备采购及相关服务进行国内公开招标，现就有关事宜公告如下：,江苏宏禹工程项目管理有限公司,南京市南化实验小学,,,
德汇工程管理（北京）有限公司受南京市科利华中学的委托，就其南京市科利华中学体育场表层预制型橡胶卷材铺设项目所需预制型橡胶卷材采购进行国内公开招标，现就有关事宜公告如下：,德汇工程管理（北京）有限公司,南京市科利华中学,,,
南京市科利华中学体育场表层预制型橡胶卷材铺设项目,南京市科利华中学体育场,,,,
中泰百聪工程管理有限公司受南京市浦口区城市管理局的委托，就其浦口区主城区景观亮化工程所需照明设备采购进行国内公开招标，现就有关事宜公告如下：,中泰百聪工程管理有限公司,南京市浦口区城市管理局,,,
南京苏宁建设监理有限公司受南京市建邺区教育局的委托，就其建邺实验小学分校校园景观改造工程所需运动场人造草和跑道面层采购进行国内公开招标，现就有关事宜公告如下：,南京苏宁建设监理有限公司,南京市建邺区教育局,,,
建邺实验小学分校校园景观改造工程,建邺实验小学分校,,,,
建邺实验小学分校（文体路）,建邺实验小学分校,,,,
南京永平建设项目管理有限公司受南京市雨花台区人民政府雨花办事处的委托，就其普德村路综合整治工程所需机械车库采购进行国内公开招标，现就有关事宜公告如下：,南京永平建设项目管理有限公司,南京市雨花台区人民政府雨花办事处,,,
南京天得建设工程咨询有限公司受南京北园投资置业有限公司的委托，就其泰山74亩经济适用房（拆迁安置房）项目所需变配电设备采购及相关服务进行国内公开招标，现就有关事宜公告如下：,南京天得建设工程咨询有限公司,南京北园投资置业有限公司,,,
江苏天宏华信工程投资管理咨询有限公司受南京壹城市政基础设施建设有限公司的委托，就其南京清水塘社区中心建设工程所需电梯采购进行国内公开招标，现就有关事宜公告如下：,江苏天宏华信工程投资管理咨询有限公司,南京壹城市政基础设施建设有限公司,,,
④所投客梯设备的制造商应具有国家质量监督检验检疫总局签发的特种设备（曳引式客梯）制造许可证（B级）【提供特种设备（曳引式客梯）制造许可证（B级）证书，证明文件一律以供应商库内的信息为依据】；,国家质量监督检验检疫总局,,,,
青海油田玻璃钢管代储代销招标公告,青海油田,,,,
本招标项目青海油田玻璃钢管代储代销已按要求履行了相关报批及备案等手续，招标人为中国石油天然气股份有限公司青海油田分公司，资金已落实，具备招标条件。现对其进行公开招标，资格审查方式采用资格后审。,中国石油天然气股份有限公司青海油田分公司,,,,
1、项目名称：青海油田玻璃钢管代储代销。,青海油田,,,,
5、被国家企业信用信息公示系统列入经营异常名录或严重违法失信企业名单的投标人不得参加投标，被中国石油集团公司内部质量监督抽查和质量问题通报中出现质量问题的供应商不得参加投标（复查合格的，可予以接受）；,中国石油集团公司,,,,
山西海通工程招标代理有限公司受太原国投房地产开发有限公司委托，就万柏林区东社赞城（C区）城中村改造建设项目保模一体板采购进行公开招标，资金来源为企业自筹，项目已经具备招标条件，现将有关事宜公告如下：,山西海通工程招标代理有限公司,太原国投房地产开发有限公司,,,
2、投标人经营范围包含3D打印相关业务。（提供合法有效的营业执照原件扫描件，原件备查；如深圳企业营业执照未反映经营范围，须提供深圳市市场监督管理局网站关于投标人经营范围查询结果的截图）,深圳市市场监督管理局,,,,
招标人：太原市安居房发展中心,太原市安居房发展中心,,,,
广东粤电大埔发电有限公司生产区域围蔽工程施工项目招标公告,广东粤电大埔发电有限公司,,,,
项目名称：广东粤电大埔发电有限公司生产区域围蔽工程施工项目（以下简称“项目”）,广东粤电大埔发电有限公司,,,,
名称：广东粤电大埔发电有限公司,广东粤电大埔发电有限公司,,,,
安徽省白湖集团生活小区楼顶漏水维修工程,安徽省白湖集团,,,,
山西省国际招标有限公司受山西太钢不锈钢股份有限公司委托，对山西太钢加工厂5#库（铝丸生产车间）隐患治理工程进行国内公开招标。诚邀合格的投标人参加投标，现将有关事项公告如下：,山西省国际招标有限公司,山西省国际招标有限公司,,,
1.1项目名称：山西太钢不锈钢股份有限公司加工厂5#库（铝丸生产车间）隐患治理工程。,山西太钢不锈钢股份有限公司,,,,
1.4招标内容：山西太钢不锈钢股份有限公司加工厂5#库（铝丸生产车间）隐患治理工程。主要建设内容为拆除现有屋面板、屋架、侧墙板、对混凝土柱采取加固措施，使用轻钢结构，彩板对厂房进行封闭等内容。,山西太钢不锈钢股份有限公司,,,,
注：以上3.4要求的资料提供复印件一份并加盖公章，在招标文件获取时间内递交至山西省国际招标有限公司（点位于太原长风商务区长兴南街8号阳光城环球金融中心写字楼9层）。,山西省国际招标有限公司,,,,
3、招标人：大同开发建设集团有限公司,大同开发建设集团有限公司,,,,
项目建设单位：大同开发建设集团有限公司,大同开发建设集团有限公司,,,,
执行机构：国信招标集团股份有限公司山西分公司,国信招标集团股份有限公司山西分公司,,,,
户名：国信招标集团股份有限公司山西分公司,国信招标集团股份有限公司山西分公司,,,,
2.1项目名称：太原市人民医院（晋源区人民医院）迁建项目卫生洁具采购。,太原市人民医院（晋源区人民医院）,,,,
2.3招标范围：太原市人民医院（晋源区人民医院）迁建项目地库、医技综合楼及医疗综合楼的卫生洁具，具体规格、型号、数量、报价范围、采购范围及所应达到的具体要求，以招标文件的相应规定为准。,太原市人民医院（晋源区人民医院）,,,,
招标代理机构名称：华睿诚项目管理有限公司,华睿诚项目管理有限公司,,,,
招标人：静乐县扶贫开发有限公司,静乐县扶贫开发有限公司,,,,
招标人：大同市城市园林绿化研究中心,大同市城市园林绿化研究中心,,,,
招标人:太原市育华幼儿园,太原市育华幼儿园,,,,
招标代理:山西中量工程招标代理有限公司,山西中量工程招标代理有限公司,,,,
3.2项目所在地人民检察院出具的有效《行贿犯罪档案查询结果告知函》。,人民检察院,,,,
招标单位：蟠龙镇关家垴村民委员会,蟠龙镇关家垴村民委员会,,,,
招标人：大同国建科技管理有限公司,大同国建科技管理有限公司,,,,
招标人：太原向明智能装备股份有限公司,太原向明智能装备股份有限公司,,,,
招标人：中国移动通信集团山西有限公司临汾分公司,中国移动通信集团山西有限公司临汾分公司,,,,
招标代理机构：山西广信建设项目管理有限公司,山西广信建设项目管理有限公司,,,,
招标人：新绛县文化局代理机构：四川旭日工程项目管理有限公司,四川旭日工程项目管理有限公司,,,,
招标人：山西省太原市人民检察院,山西省太原市人民检察院,,,,
安徽省招标集团股份有限公司8楼803室(合肥市包河区包河大道236号安徽省招标集团大厦)。,安徽省招标集团股份有限公司,,,,
■安徽省招标集团股份有限公司8楼803室(招标七部)现场报名。,安徽省招标集团股份有限公司,,,,
安徽省招标集团股份有限公司2楼第五开标室(合肥市包河区包河大道236号安徽省招标集团大厦),安徽省招标集团股份有限公司,,,,
招标人：朔州市公共汽车交通公司,朔州市公共汽车交通公司,,,,
招标代理机构：山西静远伟业招标代理有限公司,山西静远伟业招标代理有限公司,,,,
招标人：山西汾西矿业（集团）有限责任公司,山西汾西矿业（集团）有限责任公司,,,,
3.4投标人在“信用中国”网站（www.creditchiba.gov.cn）查询中不得存在被最高人民法院列为失信被执行人的情形。,最高人民法院,,,,
招标人：中联煤层气有限责任公司,中联煤层气有限责任公司,,,,
2.3招标范围：阳泉煤业（集团）股份有限公司一矿矸石山矿山生态环境恢复治理试点示范工程中的矸石山灭火、边坡工程、排水系统、道路、生态恢复工程、绿化洒水系统等工程等设计图纸显示的全部工程的施工。,阳泉煤业集团股份有限公司,,,,
招标人（项目建设单位）：阳泉煤业（集团）股份有限公司一矿,阳泉煤业集团股份有限公司,,,,
2.3招标范围：阳泉煤业（集团）股份有限公司二矿狮脑山矸石山矿山生态环境恢复治理试点示范工程中的矸石山灭火、边坡工程、排水系统、道路、生态恢复工程、绿化洒水系统等工程等设计图纸显示的全部工程。,阳泉煤业集团股份有限公司,,,,
招标人（项目建设单位）：阳泉煤业（集团）股份有限公司二矿,阳泉煤业集团股份有限公司,,,,
招标代理机构：山西瑞鑫宇工程项目管理有限公司,山西瑞鑫宇工程项目管理有限公司,,,,
招标人：太原保利晋平房地产开发有限公司,太原保利晋平房地产开发有限公司,,,,
华电招标有限公司受华电莱州发电有限公司委托，现对华电莱州发电有限公司二期2×1000MW超超临界机组工程二次再热机组一体化控制优化及智能管控系统进行国内公开招标，现公告如下：,华电招标有限公司,华电莱州发电有限公司,,,
一、招标人（项目法人）：华电莱州发电有限公司。,华电莱州发电有限公司,,,,
三、招标内容：华电莱州发电有限公司二期2×1000MW超超临界机组工程二次再热机组一体化控制优化及智能管控系统招标，具体如下：,华电莱州发电有限公司,,,,
1、工程名称：华电莱州发电有限公司二期2×1000MW超超临界机组工程。,华电莱州发电有限公司,,,,
华电莱州发电有限公司二期2×1000MW超超临界机组工程于2015年9月10日获山东省发改委核准（鲁发改能源[2015]950号）。,华电莱州发电有限公司,,,,
1、招标人：华电莱州发电有限公司,华电莱州发电有限公司,,,,
本招标项目已由河津市发展和改革局以河发改备案[2017]63号文批准建设，项目业主为河津市万兴房地产开发有限公司，建设资金来源为自筹。项目已具备招标条件，现对该项目的施工进行公开招标。,河津市万兴房地产开发有限公司,河津市发展和改革局,,,
招标人：河津市万兴房地产开发有限公司,河津市万兴房地产开发有限公司,,,,
招标代理机构：山西骏恒招标代理有限公司,山西骏恒招标代理有限公司,,,,
本招标项目沁县册村乡中心学校全面改善薄弱学校项目已由沁县发展和改革局以沁发改审发【2017】190号文件批准建设，建设单位为沁县册村乡中学校，建设资金来源为财政资金，现对该项目的施工进行公开招标。,沁县册村乡中心学校,,,,
2、项目所在地人民检察院出具的无行贿犯罪结果告知函（须查询投标人、法定代表人、项目经理）。,人民检察院,,,,
4.1凡有意参加投标者，请2018年2月14日至2018年2月26日(法定公休日、法定节假日除外)，每日上午9时至11时，下午2时至5时，到山西华安建设项目管理有限公司招标二部报名；,山西华安建设项目管理有限公司,,,,
招标人：山西铁道通信信号技术研究院有限公司,山西铁道通信信号技术研究院有限公司,,,,
2.1项目概况：晋城市中等专业学校二期工程(总图、后勤服务中心、看台及操场）项目，建设规模26983平方米。,晋城市中等专业学校,,,,
2.1项目名称：孝义中化工程集团环保有限公司新建山西孝义经济开发区污水处理厂项目一期土建施工暂估价,孝义中化工程集团环保有限公司,,,,
4.1凡有意参加投标者，请于2018年2月13日至2017年2月24日（节假日不休)，每日上午8时00分至12时00分，下午14时30分至17时30分在山西神舟招标公司进行报名并同时领取招标文件。,山西神舟招标公司,,,,
招标人：山西福瑞源房地产开发有限公司,山西福瑞源房地产开发有限公司,,,,
漪汾花园物业服务中心建筑面积4960.85㎡，框架结构，地上三层，地下一层，建筑高度12.15m;,漪汾花园物业服务中心,,,,
招标人：浙江昆仑置业集团有限公司,浙江昆仑置业集团有限公司,,,,
建设单位：青岛科创投资发展集团有限公司,青岛科创投资发展集团有限公司,,,,
2.1项目名称：绛县人民医院内科大楼建设项目,绛县人民医院,,,,
招标人：绛县人民医院招标代理机构：运城市宇衡工程招标代理有限公司,人绛县人民医院,运城市宇衡工程招标代理有限公司,,,
2.1项目名称：国网山西省电力公司夏县供电公司尉郭供电所2017年小型基建项目,山西省电力公司夏县供电公司,,,,
招标人：国网山西省电力公司夏县供电公司招标代理：山西神舟建设工程招标代理有限公司,山西省电力公司夏县供电公司,山西神舟建设工程招标代理有限公司,,,
克拉玛依中石油翼龙高级润滑油有限公司,克拉玛依中石油翼龙高级润滑油有限公司,,,,
克拉玛依中石油翼龙高级润滑油有限公司搬迁及扩建项目安装工程已批准建设，项目资金已落实，现对本工程进行公开招标。欢迎符合资格要求的申请人前来报名。,克拉玛依中石油翼龙高级润滑油有限公司,,,,
4）、搬迁利旧设备设施的拆除、运输及安装。搬迁利旧设备设施详见附件：克拉玛依中石油翼龙高级润滑油有限公司搬迁及扩建项目安装工程搬迁利旧设备设施一览表。,克拉玛依中石油翼龙高级润滑油有限公司,,,,
1、承包商必须为中国石油润滑油公司准入承包商。,中国石油润滑油公司,,,,
2、报名方式：加盖公章的报名申请资料交至新疆克拉玛依市友谊路115号联合办公楼B座新疆油田公司招标中心进行报名，或将扫描件以电子邮件等方式递交报名。,新疆油田公司,,,,
2.1工程名称：昔阳县留庄小学（新城学校）操场、厕所及其附属工程项目。,昔阳县留庄小学（新城学校）,,,,
3.3投标人在“信用中国”网站查询中不得存在被最高人民法院列为失信被执行人的情形。,最高人民法院,,,,
（12）工程所在地或企业注册所在地人民检察院查询告知函；（复印件要求清晰可辩，且可以有效识别二维码）。,人民检察院,,,,
招标人：山西光泗房地产开发有限公司,山西光泗房地产开发有限公司,,,,
安徽江淮汽车集团股份有限公司高端及纯电动轻卡建设项目设备基础（Ⅴ）招标公告,安徽江淮汽车集团股份有限公司,,,,
安徽江淮汽车集团股份有限公司高端及纯电动轻卡建设项目设备基础（Ⅴ）,安徽江淮汽车集团股份有限公司,,,,
